id,title,artist,album,duration,release_date,label,link,lyrics_author,music_author,created_at,genre_1,genre_2,genre_3,genre_4,genre_5,parent_link,source_type,yandex_id,album_processed,chart_position,music_author_canonical,lyrics_author_canonical,author_check_status
53870,"Три пьесы, D. 946: No. 2, Allegretto","Николай Кузнецов, Франц Шуберт","Бетховен, Брамс, Шуберт",14:38,2026,"АО ""Фирма Мелодия""",https://music.yandex.ru/album/41428624/track/149912640,,,2026-05-16 15:34:56.269247+00,classical,,,,,,yandex_label_932874,,false,,,,pending
53871,"Три пьесы, D. 946: No. 3, Allegro","Николай Кузнецов, Франц Шуберт","Бетховен, Брамс, Шуберт",05:39,2026,"АО ""Фирма Мелодия""",https://music.yandex.ru/album/41428624/track/149912641,,,2026-05-16 15:34:56.666729+00,classical,,,,,,yandex_label_932874,,false,,,,pending
53872,"Английская сюита No. 3 соль минор, BWV 808: I. Prelude","Святослав Рихтер, Johann Sebastian Bach",Святослав Рихтер. Коллекция,03:07,2026,"АО ""Фирма Мелодия""",https://music.yandex.ru/album/41703038/track/150534759,,,2026-05-16 15:35:19.302294+00,classical,,,,,,yandex_label_932874,,false,,,,pending
53873,"Английская сюита No. 3 соль минор, BWV 808: II. Allemande","Святослав Рихтер, Johann Sebastian Bach",Святослав Рихтер. Коллекция,02:56,2026,"АО ""Фирма Мелодия""",https://music.yandex.ru/album/41703038/track/150534761,,,2026-05-16 15:35:19.688574+00,classical,,,,,,yandex_label_932874,,false,,,,pending
53874,"Английская сюита No. 3 соль минор, BWV 808: III. Courante","Святослав Рихтер, Johann Sebastian Bach",Святослав Рихтер. Коллекция,02:09,2026,"АО ""Фирма Мелодия""",https://music.yandex.ru/album/41703038/track/150534763,,,2026-05-16 15:35:20.067603+00,classical,,,,,,yandex_label_932874,,false,,,,pending
53875,"Английская сюита No. 3 соль минор, BWV 808: IV. Sarabande","Святослав Рихтер, Johann Sebastian Bach",Святослав Рихтер. Коллекция,03:52,2026,"АО ""Фирма Мелодия""",https://music.yandex.ru/album/41703038/track/150534766,,,2026-05-16 15:35:20.453983+00,classical,,,,,,yandex_label_932874,,false,,,,pending
53876,"Английская сюита No. 3 соль минор, BWV 808: V. Gavotte I - VI. Gavotte II","Святослав Рихтер, Johann Sebastian Bach",Святослав Рихтер. Коллекция,02:48,2026,"АО ""Фирма Мелодия""",https://music.yandex.ru/album/41703038/track/150534767,,,2026-05-16 15:35:20.837438+00,classical,,,,,,yandex_label_932874,,false,,,,pending
53877,"Английская сюита No. 3 соль минор, BWV 808: VII. Gigue","Святослав Рихтер, Johann Sebastian Bach",Святослав Рихтер. Коллекция,02:25,2026,"АО ""Фирма Мелодия""",https://music.yandex.ru/album/41703038/track/150534768,,,2026-05-16 15:35:21.334125+00,classical,,,,,,yandex_label_932874,,false,,,,pending
53878,"Концерт No. 1 для клавира и струнных ре минор, BWV 1052: I. Allegro","Святослав Рихтер, Kurt Sanderling, Государственный симфонический оркестр СССР, Johann Sebastian Bach",Святослав Рихтер. Коллекция,08:28,2026,"АО ""Фирма Мелодия""",https://music.yandex.ru/album/41703038/track/150534769,,,2026-05-16 15:35:21.715019+00,classical,,,,,,yandex_label_932874,,false,,,,pending
53879,"Концерт No. 1 для клавира и струнных ре минор, BWV 1052: II. Adagio","Святослав Рихтер, Kurt Sanderling, Государственный симфонический оркестр СССР, Johann Sebastian Bach",Святослав Рихтер. Коллекция,09:37,2026,"АО ""Фирма Мелодия""",https://music.yandex.ru/album/41703038/track/150534770,,,2026-05-16 15:35:22.093299+00,classical,,,,,,yandex_label_932874,,false,,,,pending
53880,"Концерт No. 1 для клавира и струнных ре минор, BWV 1052: III. Allegro","Святослав Рихтер, Kurt Sanderling, Государственный симфонический оркестр СССР, Johann Sebastian Bach",Святослав Рихтер. Коллекция,08:22,2026,"АО ""Фирма Мелодия""",https://music.yandex.ru/album/41703038/track/150534771,,,2026-05-16 15:35:22.486548+00,classical,,,,,,yandex_label_932874,,false,,,,pending
53881,Май,YADDAY,Май,02:15,2026,"GAZ

",https://music.yandex.ru/album/41956714/track/151088458,,,2026-05-16 15:36:01.456536+00,rusrap,,,,,,yandex_label_577510,,false,,,,pending
53882,Кома,JUDJ,Кома,02:38,2026,"GAZ

",https://music.yandex.ru/album/41956719/track/151088464,,,2026-05-16 15:36:27.39274+00,rusrap,,,,,,yandex_label_577510,,false,,,,pending
53883,NYA,"MARU NARA, Towa",NYA,02:06,2026,"GAZ

",https://music.yandex.ru/album/41948133/track/151071140,,,2026-05-16 15:36:48.530011+00,rusrap,,,,,,yandex_label_577510,,false,,,,pending
53884,ALRIGHT,"PASSMOUR, renfry",ALRIGHT,01:42,2026,"GAZ

",https://music.yandex.ru/album/41970692/track/151122749,,,2026-05-16 15:37:10.823487+00,rusrap,,,,,,yandex_label_577510,,false,,,,pending
53885,Трио,"Bazar Jackson, Fardi, FLORA",Трио,03:00,2026,"GAZ

",https://music.yandex.ru/album/41829912/track/150836065,,,2026-05-16 15:37:33.62996+00,rusrap,,,,,,yandex_label_577510,,false,,,,pending
53886,Представь,Бекия,Представь,02:13,2026,"GAZ

",https://music.yandex.ru/album/41933383/track/151042668,,,2026-05-16 15:37:57.694151+00,ruspop,,,,,,yandex_label_577510,,false,,,,pending
53887,Катюша,MIKELANGELO,Катюша,02:44,2026,"GAZ

",https://music.yandex.ru/album/41938803/track/151051999,,,2026-05-16 15:38:19.768083+00,ruspop,,,,,,yandex_label_577510,,false,,,,pending
53888,По Любви,"Так Надо, Masha Hima",По Любви,02:36,2026,"GAZ

",https://music.yandex.ru/album/41905320/track/150993200,,,2026-05-16 15:38:41.016387+00,rusrap,,,,,,yandex_label_577510,,false,,,,pending
53889,Credo,"Wiwo, Zivert",Credo,03:55,2026,Семья,https://music.yandex.ru/album/41848530/track/150876627,,,2026-05-16 15:39:18.174715+00,ruspop,,,,,,yandex_label_2924899,,false,,,,pending
53890,Камикадзе,очки и кольца,Камикадзе,02:44,2026,Семья,https://music.yandex.ru/album/41631511/track/150363325,,,2026-05-16 15:39:40.651722+00,ruspop,,,,,,yandex_label_2924899,,false,,,,pending
53891,DON'T GO MAD,LYRIQ,DON'T GO MAD,02:45,2026,Семья,https://music.yandex.ru/album/41667142/track/150447714,,,2026-05-16 15:40:03.129258+00,ruspop,,,,,,yandex_label_2924899,,false,,,,pending
53892,Знак,Сулима,Знак,03:13,2026,Семья,https://music.yandex.ru/album/41526240/track/150134999,,,2026-05-16 15:40:24.941436+00,ruspop,,,,,,yandex_label_2924899,,false,,,,pending
53893,привет,cocorin,привет,03:02,2026,Семья,https://music.yandex.ru/album/41185726/track/149340464,,,2026-05-16 15:40:45.285528+00,ruspop,,,,,,yandex_label_2924899,,false,,,,pending
53894,Бессонница,Садковская,Бессонница,02:30,2026,Семья,https://music.yandex.ru/album/41091393/track/149126731,,,2026-05-16 15:41:12.348782+00,ruspop,,,,,,yandex_label_2924899,,false,,,,pending
53895,вино и корица,Alika,вино и корица,03:03,2026,Семья,https://music.yandex.ru/album/40953584/track/148845817,,,2026-05-16 15:41:38.622456+00,ruspop,,,,,,yandex_label_2924899,,false,,,,pending
53896,КОЛПАКИ,"КлоуКома, SQWOZ BAB",КОЛПАКИ,02:20,2025,SQWOZ BAB,https://music.yandex.ru/album/37148048/track/140398372,,,2026-05-16 15:42:15.132321+00,rusrap,,,,,,yandex_label_1181604,,false,,,,pending
53897,BAZA,SQWOZ BAB,BAZA,02:34,2025,SQWOZ BAB,https://music.yandex.ru/album/36104524/track/137904480,,,2026-05-16 15:42:39.729866+00,rusrap,,,,,,yandex_label_1181604,,false,,,,pending
53898,ПЫХ-ПЫХ,SQWOZ BAB,GENERATION ПЫХ,02:20,2024,SQWOZ BAB,https://music.yandex.ru/album/34188974/track/132918363,,,2026-05-16 15:42:59.765108+00,rusrap,,,,,,yandex_label_1181604,,false,,,,pending
53899,ПЫХ-ПЫХ,SQWOZ BAB,GENERATION ПЫХ,01:44,2024,SQWOZ BAB,https://music.yandex.ru/album/34188974/track/133371852,,,2026-05-16 15:43:00.158885+00,rusrap,,,,,,yandex_label_1181604,,false,,,,pending
53900,ПЫХ-ПЫХ,SQWOZ BAB,GENERATION ПЫХ,02:20,2024,SQWOZ BAB,https://music.yandex.ru/album/34188974/track/133371854,,,2026-05-16 15:43:00.560409+00,rusrap,,,,,,yandex_label_1181604,,false,,,,pending
53901,ПЫХ-ПЫХ,SQWOZ BAB,GENERATION ПЫХ,02:20,2024,SQWOZ BAB,https://music.yandex.ru/album/34188974/track/133371855,,,2026-05-16 15:43:00.945271+00,rusrap,,,,,,yandex_label_1181604,,false,,,,pending
53902,ПЫХ-ПЫХ,SQWOZ BAB,GENERATION ПЫХ,02:25,2024,SQWOZ BAB,https://music.yandex.ru/album/34188974/track/133371856,,,2026-05-16 15:43:01.348173+00,rusrap,,,,,,yandex_label_1181604,,false,,,,pending
53903,ПЫХ-ПЫХ,SQWOZ BAB,GENERATION ПЫХ,02:54,2024,SQWOZ BAB,https://music.yandex.ru/album/34188974/track/133371857,,,2026-05-16 15:43:01.723271+00,rusrap,,,,,,yandex_label_1181604,,false,,,,pending
53904,ПЫХ-ПЫХ,SQWOZ BAB,GENERATION ПЫХ,01:52,2024,SQWOZ BAB,https://music.yandex.ru/album/34188974/track/133371858,,,2026-05-16 15:43:02.111473+00,rusrap,,,,,,yandex_label_1181604,,false,,,,pending
53905,ПЫХ-ПЫХ,SQWOZ BAB,GENERATION ПЫХ,02:53,2024,SQWOZ BAB,https://music.yandex.ru/album/34188974/track/133371859,,,2026-05-16 15:43:02.496568+00,rusrap,,,,,,yandex_label_1181604,,false,,,,pending
53906,ПЫХ-ПЫХ (Bassboost для глухонемых),SQWOZ BAB,GENERATION ПЫХ,02:20,2024,SQWOZ BAB,https://music.yandex.ru/album/34188974/track/133371860,,,2026-05-16 15:43:02.888435+00,rusrap,,,,,,yandex_label_1181604,,false,,,,pending
53907,KARATE (OST «Майор Гром: Игра»),"SQWOZ BAB, AUM RAA",KARATE (OST «Майор Гром: Игра»),02:50,2024,SQWOZ BAB,https://music.yandex.ru/album/31272420/track/126102126,,,2026-05-16 15:43:25.192303+00,rusrap,,,,,,yandex_label_1181604,,false,,,,pending
53908,ОЗЕРО В ЛЕСУ,SQWOZ BAB,ОЗЕРО В ЛЕСУ,02:40,2024,SQWOZ BAB,https://music.yandex.ru/album/30930079/track/125332750,,,2026-05-16 15:43:48.188976+00,rusrap,,,,,,yandex_label_1181604,,false,,,,pending
53909,Твои глаза зеленые,Валентин Баглаенко,Когда в предчувствии разлуки,04:58,2026,RadioLampa,https://music.yandex.ru/album/41664473/track/150441538,,,2026-05-16 15:44:35.27722+00,folk,,,,,,yandex_label_2233707,,false,,,,pending
53910,"Слушайте, если хотите",Валентин Баглаенко,Когда в предчувствии разлуки,02:26,2026,RadioLampa,https://music.yandex.ru/album/41664473/track/150441540,,,2026-05-16 15:44:35.69341+00,folk,,,,,,yandex_label_2233707,,false,,,,pending
53911,Прости меня за все,Валентин Баглаенко,Когда в предчувствии разлуки,03:22,2026,RadioLampa,https://music.yandex.ru/album/41664473/track/150441542,,,2026-05-16 15:44:36.124804+00,folk,,,,,,yandex_label_2233707,,false,,,,pending
53912,Когда в предчувствии разлуки,Валентин Баглаенко,Когда в предчувствии разлуки,02:41,2026,RadioLampa,https://music.yandex.ru/album/41664473/track/150441545,,,2026-05-16 15:44:36.569854+00,folk,,,,,,yandex_label_2233707,,false,,,,pending
53913,Отрада,"Валентин Баглаенко, Михаил Шишкин",Когда в предчувствии разлуки,02:02,2026,RadioLampa,https://music.yandex.ru/album/41664473/track/150441548,,,2026-05-16 15:44:37.003943+00,folk,,,,,,yandex_label_2233707,,false,,,,pending
53914,Милая,Валентин Баглаенко,Когда в предчувствии разлуки,02:04,2026,RadioLampa,https://music.yandex.ru/album/41664473/track/150441550,,,2026-05-16 15:44:37.397781+00,folk,,,,,,yandex_label_2233707,,false,,,,pending
53915,Две гитары,Валентин Баглаенко,Когда в предчувствии разлуки,04:07,2026,RadioLampa,https://music.yandex.ru/album/41664473/track/150441552,,,2026-05-16 15:44:37.806549+00,folk,,,,,,yandex_label_2233707,,false,,,,pending
53916,Клен ты мой опавший,Валентин Баглаенко,Когда в предчувствии разлуки,04:41,2026,RadioLampa,https://music.yandex.ru/album/41664473/track/150441555,,,2026-05-16 15:44:38.212984+00,folk,,,,,,yandex_label_2233707,,false,,,,pending
53917,Три года ты мне снилась,"Валентин Баглаенко, Никита Владимирович Богословский",Когда в предчувствии разлуки,04:41,2026,RadioLampa,https://music.yandex.ru/album/41664473/track/150441570,,,2026-05-16 15:44:38.636465+00,folk,,,,,,yandex_label_2233707,,false,,,,pending
53918,Я встретил вас,Валентин Баглаенко,Когда в предчувствии разлуки,05:30,2026,RadioLampa,https://music.yandex.ru/album/41664473/track/150441572,,,2026-05-16 15:44:39.026999+00,folk,,,,,,yandex_label_2233707,,false,,,,pending
53919,Палсо было влюбляться,Валентин Баглаенко,Гитано,02:32,2026,RadioLampa,https://music.yandex.ru/album/41664472/track/150441530,,,2026-05-16 15:45:01.384322+00,folk,,,,,,yandex_label_2233707,,false,,,,pending
53920,Гитано,Валентин Баглаенко,Гитано,02:02,2026,RadioLampa,https://music.yandex.ru/album/41664472/track/150441531,,,2026-05-16 15:45:01.846169+00,folk,,,,,,yandex_label_2233707,,false,,,,pending
53921,Песня венгерских цыган,Валентин Баглаенко,Гитано,03:20,2026,RadioLampa,https://music.yandex.ru/album/41664472/track/150441532,,,2026-05-16 15:45:02.266672+00,folk,,,,,,yandex_label_2233707,,false,,,,pending
53922,Джиндём мэ прэ почта,Валентин Баглаенко,Гитано,02:34,2026,RadioLampa,https://music.yandex.ru/album/41664472/track/150441533,,,2026-05-16 15:45:02.805481+00,folk,,,,,,yandex_label_2233707,,false,,,,pending
53923,Паша муро,Валентин Баглаенко,Гитано,03:08,2026,RadioLampa,https://music.yandex.ru/album/41664472/track/150441534,,,2026-05-16 15:45:03.184867+00,folk,,,,,,yandex_label_2233707,,false,,,,pending
53924,Мэ тут камам,Валентин Баглаенко,Гитано,02:29,2026,RadioLampa,https://music.yandex.ru/album/41664472/track/150441535,,,2026-05-16 15:45:03.562685+00,folk,,,,,,yandex_label_2233707,,false,,,,pending
53925,Песня лавры,Валентин Баглаенко,Гитано,03:14,2026,RadioLampa,https://music.yandex.ru/album/41664472/track/150441536,,,2026-05-16 15:45:03.969065+00,folk,,,,,,yandex_label_2233707,,false,,,,pending
53926,Мэ бахтало,Валентин Баглаенко,Гитано,02:54,2026,RadioLampa,https://music.yandex.ru/album/41664472/track/150441537,,,2026-05-16 15:45:04.361164+00,folk,,,,,,yandex_label_2233707,,false,,,,pending
53927,Пасия э рат,Валентин Баглаенко,Гитано,01:35,2026,RadioLampa,https://music.yandex.ru/album/41664472/track/150441539,,,2026-05-16 15:45:04.768956+00,folk,,,,,,yandex_label_2233707,,false,,,,pending
53928,Ваш тукэ мрэ гиля,Валентин Баглаенко,Гитано,03:15,2026,RadioLampa,https://music.yandex.ru/album/41664472/track/150441541,,,2026-05-16 15:45:05.181508+00,folk,,,,,,yandex_label_2233707,,false,,,,pending
53929,Звезда печали,"Валентин Баглаенко, Оркестр Ленинградского государственного мюзик-холла",Брожу с цыганами по свету,04:09,2026,RadioLampa,https://music.yandex.ru/album/41664474/track/150441544,,,2026-05-16 15:45:24.851963+00,folk,,,,,,yandex_label_2233707,,false,,,,pending
53930,Никуда за песней я не езжу,"Валентин Баглаенко, Оркестр Ленинградского государственного мюзик-холла",Брожу с цыганами по свету,01:57,2026,RadioLampa,https://music.yandex.ru/album/41664474/track/150441547,,,2026-05-16 15:45:25.234248+00,folk,,,,,,yandex_label_2233707,,false,,,,pending
53931,"Хочешь - смейся, хочешь - плачь","Валентин Баглаенко, Оркестр Ленинградского государственного мюзик-холла",Брожу с цыганами по свету,04:36,2026,RadioLampa,https://music.yandex.ru/album/41664474/track/150441551,,,2026-05-16 15:45:25.665838+00,folk,,,,,,yandex_label_2233707,,false,,,,pending
53932,Твои глаза,"Валентин Баглаенко, Оркестр Ленинградского государственного мюзик-холла",Брожу с цыганами по свету,03:32,2026,RadioLampa,https://music.yandex.ru/album/41664474/track/150441553,,,2026-05-16 15:45:26.078509+00,folk,,,,,,yandex_label_2233707,,false,,,,pending
53933,Очи черные,"Валентин Баглаенко, Оркестр Ленинградского государственного мюзик-холла",Брожу с цыганами по свету,02:32,2026,RadioLampa,https://music.yandex.ru/album/41664474/track/150441560,,,2026-05-16 15:45:26.486936+00,folk,,,,,,yandex_label_2233707,,false,,,,pending
53934,Влюбленный кузнец,"Валентин Баглаенко, Оркестр Ленинградского государственного мюзик-холла",Брожу с цыганами по свету,02:33,2026,RadioLampa,https://music.yandex.ru/album/41664474/track/150441563,,,2026-05-16 15:45:26.874941+00,folk,,,,,,yandex_label_2233707,,false,,,,pending
53935,Брожу с цыганами по свету,"Валентин Баглаенко, Оркестр Ленинградского государственного мюзик-холла",Брожу с цыганами по свету,02:25,2026,RadioLampa,https://music.yandex.ru/album/41664474/track/150441568,,,2026-05-16 15:45:27.281862+00,folk,,,,,,yandex_label_2233707,,false,,,,pending
53936,Осень - это время листопада,"Валентин Баглаенко, Оркестр Ленинградского государственного мюзик-холла",Брожу с цыганами по свету,02:45,2026,RadioLampa,https://music.yandex.ru/album/41664474/track/150441571,,,2026-05-16 15:45:27.663144+00,folk,,,,,,yandex_label_2233707,,false,,,,pending
53937,Я из большого леса,"Валентин Баглаенко, Оркестр Ленинградского государственного мюзик-холла",Брожу с цыганами по свету,03:10,2026,RadioLampa,https://music.yandex.ru/album/41664474/track/150441577,,,2026-05-16 15:45:28.074655+00,folk,,,,,,yandex_label_2233707,,false,,,,pending
53938,Березка,Орэра,Любите русскую природу,03:59,2025,RadioLampa,https://music.yandex.ru/album/39716668/track/146155499,,,2026-05-16 15:45:49.978471+00,pop,,,,,,yandex_label_2233707,,false,,,,pending
53939,Старый мотив,Орэра,Любите русскую природу,03:29,2025,RadioLampa,https://music.yandex.ru/album/39716668/track/146155500,,,2026-05-16 15:45:50.35988+00,pop,,,,,,yandex_label_2233707,,false,,,,pending
53940,Любите русскую природу,Орэра,Любите русскую природу,03:41,2025,RadioLampa,https://music.yandex.ru/album/39716668/track/146155501,,,2026-05-16 15:45:50.726955+00,pop,,,,,,yandex_label_2233707,,false,,,,pending
53941,Не шути со мной,Орэра,Любите русскую природу,02:31,2025,RadioLampa,https://music.yandex.ru/album/39716668/track/146155502,,,2026-05-16 15:45:51.101045+00,pop,,,,,,yandex_label_2233707,,false,,,,pending
53942,Разлука,Орэра,Любите русскую природу,04:05,2025,RadioLampa,https://music.yandex.ru/album/39716668/track/146155503,,,2026-05-16 15:45:51.477803+00,pop,,,,,,yandex_label_2233707,,false,,,,pending
53943,Над окошком месяц,Орэра,Любите русскую природу,03:23,2025,RadioLampa,https://music.yandex.ru/album/39716668/track/146155504,,,2026-05-16 15:45:51.861014+00,pop,,,,,,yandex_label_2233707,,false,,,,pending
53944,Тебе одной,Орэра,Любите русскую природу,02:57,2025,RadioLampa,https://music.yandex.ru/album/39716668/track/146155505,,,2026-05-16 15:45:52.235941+00,pop,,,,,,yandex_label_2233707,,false,,,,pending
53945,Ты милее всех,Орэра,Любите русскую природу,02:46,2025,RadioLampa,https://music.yandex.ru/album/39716668/track/146155506,,,2026-05-16 15:45:52.62913+00,pop,,,,,,yandex_label_2233707,,false,,,,pending
53946,Орэра вокализ,Орэра,Любите русскую природу,02:00,2025,RadioLampa,https://music.yandex.ru/album/39716668/track/146155507,,,2026-05-16 15:45:53.023733+00,pop,,,,,,yandex_label_2233707,,false,,,,pending
53947,Хуанита,Орэра,Любите русскую природу,03:14,2025,RadioLampa,https://music.yandex.ru/album/39716668/track/146155509,,,2026-05-16 15:45:53.406253+00,pop,,,,,,yandex_label_2233707,,false,,,,pending
53948,Лучше бы мы не встретились с тобой,Орэра,Куда уносит мою любовь,04:39,2025,RadioLampa,https://music.yandex.ru/album/39716669/track/146155510,,,2026-05-16 15:46:23.217613+00,folk,,,,,,yandex_label_2233707,,false,,,,pending
53949,Куда уносит мою любовь,Орэра,Куда уносит мою любовь,01:42,2025,RadioLampa,https://music.yandex.ru/album/39716669/track/146155511,,,2026-05-16 15:46:23.624075+00,folk,,,,,,yandex_label_2233707,,false,,,,pending
53950,Кто поймёт мою песню,Орэра,Куда уносит мою любовь,02:45,2025,RadioLampa,https://music.yandex.ru/album/39716669/track/146155512,,,2026-05-16 15:46:23.990334+00,folk,,,,,,yandex_label_2233707,,false,,,,pending
53951,Пиросмани,Орэра,Куда уносит мою любовь,03:56,2025,RadioLampa,https://music.yandex.ru/album/39716669/track/146155522,,,2026-05-16 15:46:24.379451+00,folk,,,,,,yandex_label_2233707,,false,,,,pending
53952,Кекел джан,Орэра,Куда уносит мою любовь,02:10,2025,RadioLampa,https://music.yandex.ru/album/39716669/track/146155536,,,2026-05-16 15:46:24.792787+00,folk,,,,,,yandex_label_2233707,,false,,,,pending
53953,Брожу по улицам с тоской,Орэра,Куда уносит мою любовь,03:07,2025,RadioLampa,https://music.yandex.ru/album/39716669/track/146155537,,,2026-05-16 15:46:25.1769+00,folk,,,,,,yandex_label_2233707,,false,,,,pending
53954,"Кто сказал, что розы быстро отцветают",Орэра,Куда уносит мою любовь,03:50,2025,RadioLampa,https://music.yandex.ru/album/39716669/track/146155539,,,2026-05-16 15:46:25.555116+00,folk,,,,,,yandex_label_2233707,,false,,,,pending
53955,Родная земля,Орэра,Куда уносит мою любовь,03:35,2025,RadioLampa,https://music.yandex.ru/album/39716669/track/146155545,,,2026-05-16 15:46:25.956353+00,folk,,,,,,yandex_label_2233707,,false,,,,pending
53956,Горская,Орэра,Куда уносит мою любовь,02:40,2025,RadioLampa,https://music.yandex.ru/album/39716669/track/146155556,,,2026-05-16 15:46:26.36917+00,folk,,,,,,yandex_label_2233707,,false,,,,pending
53957,Ветер,Орэра,Куда уносит мою любовь,02:26,2025,RadioLampa,https://music.yandex.ru/album/39716669/track/146155567,,,2026-05-16 15:46:26.749085+00,folk,,,,,,yandex_label_2233707,,false,,,,pending
53958,Здесь Грузия моя,Орэра,Здесь Грузия моя,03:12,2025,RadioLampa,https://music.yandex.ru/album/39716667/track/146155488,,,2026-05-16 15:46:48.438355+00,pop,,,,,,yandex_label_2233707,,false,,,,pending
53959,Моя земля,Орэра,Здесь Грузия моя,03:12,2025,RadioLampa,https://music.yandex.ru/album/39716667/track/146155490,,,2026-05-16 15:46:48.850016+00,pop,,,,,,yandex_label_2233707,,false,,,,pending
53960,Памяти друга,Орэра,Здесь Грузия моя,03:54,2025,RadioLampa,https://music.yandex.ru/album/39716667/track/146155491,,,2026-05-16 15:46:49.23151+00,pop,,,,,,yandex_label_2233707,,false,,,,pending
53961,Песня,Орэра,Здесь Грузия моя,04:39,2025,RadioLampa,https://music.yandex.ru/album/39716667/track/146155492,,,2026-05-16 15:46:49.609316+00,pop,,,,,,yandex_label_2233707,,false,,,,pending
53962,Любимая девушка,Орэра,Здесь Грузия моя,02:24,2025,RadioLampa,https://music.yandex.ru/album/39716667/track/146155493,,,2026-05-16 15:46:50.002006+00,pop,,,,,,yandex_label_2233707,,false,,,,pending
53963,Многие лета,Орэра,Здесь Грузия моя,02:12,2025,RadioLampa,https://music.yandex.ru/album/39716667/track/146155494,,,2026-05-16 15:46:50.400345+00,pop,,,,,,yandex_label_2233707,,false,,,,pending
53964,Тбилисские девушки,Орэра,Здесь Грузия моя,03:30,2025,RadioLampa,https://music.yandex.ru/album/39716667/track/146155495,,,2026-05-16 15:46:50.795486+00,pop,,,,,,yandex_label_2233707,,false,,,,pending
53965,Памяти Георгия Цабадзе,Орэра,Здесь Грузия моя,03:28,2025,RadioLampa,https://music.yandex.ru/album/39716667/track/146155496,,,2026-05-16 15:46:51.180376+00,pop,,,,,,yandex_label_2233707,,false,,,,pending
53966,Маленький рай,Орэра,Здесь Грузия моя,03:51,2025,RadioLampa,https://music.yandex.ru/album/39716667/track/146155497,,,2026-05-16 15:46:51.569193+00,pop,,,,,,yandex_label_2233707,,false,,,,pending
53967,С нами Бог!,Орэра,Здесь Грузия моя,04:13,2025,RadioLampa,https://music.yandex.ru/album/39716667/track/146155498,,,2026-05-16 15:46:51.965536+00,pop,,,,,,yandex_label_2233707,,false,,,,pending
53968,Дождик капает,Орэра,Дождик капает,02:20,2025,RadioLampa,https://music.yandex.ru/album/39716665/track/146155462,,,2026-05-16 15:47:12.341825+00,pop,,,,,,yandex_label_2233707,,false,,,,pending
53969,Возвращение,Орэра,Дождик капает,02:28,2025,RadioLampa,https://music.yandex.ru/album/39716665/track/146155464,,,2026-05-16 15:47:12.742511+00,pop,,,,,,yandex_label_2233707,,false,,,,pending
53970,Любовь прекрасна,Орэра,Дождик капает,02:19,2025,RadioLampa,https://music.yandex.ru/album/39716665/track/146155467,,,2026-05-16 15:47:13.149285+00,pop,,,,,,yandex_label_2233707,,false,,,,pending
53971,Моя дорога,Орэра,Дождик капает,04:05,2025,RadioLampa,https://music.yandex.ru/album/39716665/track/146155475,,,2026-05-16 15:47:13.529719+00,pop,,,,,,yandex_label_2233707,,false,,,,pending
53972,"Скажи, что любишь",Орэра,Дождик капает,02:43,2025,RadioLampa,https://music.yandex.ru/album/39716665/track/146155479,,,2026-05-16 15:47:13.907266+00,pop,,,,,,yandex_label_2233707,,false,,,,pending
53973,История любви,Орэра,Дождик капает,02:58,2025,RadioLampa,https://music.yandex.ru/album/39716665/track/146155484,,,2026-05-16 15:47:14.282065+00,pop,,,,,,yandex_label_2233707,,false,,,,pending
53974,Маленькая булочница,Орэра,Дождик капает,03:07,2025,RadioLampa,https://music.yandex.ru/album/39716665/track/146155485,,,2026-05-16 15:47:14.677748+00,pop,,,,,,yandex_label_2233707,,false,,,,pending
53975,Кукла,Орэра,Дождик капает,02:23,2025,RadioLampa,https://music.yandex.ru/album/39716665/track/146155486,,,2026-05-16 15:47:15.061814+00,pop,,,,,,yandex_label_2233707,,false,,,,pending
53976,Мария-Изабель,Орэра,Дождик капает,02:21,2025,RadioLampa,https://music.yandex.ru/album/39716665/track/146155487,,,2026-05-16 15:47:15.437943+00,pop,,,,,,yandex_label_2233707,,false,,,,pending
53977,"Будь, что будет",Орэра,Дождик капает,03:16,2025,RadioLampa,https://music.yandex.ru/album/39716665/track/146155489,,,2026-05-16 15:47:15.816508+00,pop,,,,,,yandex_label_2233707,,false,,,,pending
53978,И льется песня,"Пётр Деметр, Хор цыганского театра ""Ромэн""",Я - цыган,04:26,2025,RadioLampa,https://music.yandex.ru/album/39532028/track/145796474,,,2026-05-16 15:47:39.377207+00,folk,,,,,,yandex_label_2233707,,false,,,,pending
53979,Я - цыган,"Пётр Деметр, Хор цыганского театра ""Ромэн""",Я - цыган,01:51,2025,RadioLampa,https://music.yandex.ru/album/39532028/track/145796475,,,2026-05-16 15:47:39.760947+00,folk,,,,,,yandex_label_2233707,,false,,,,pending
53980,День и ночь,"Пётр Деметр, Хор цыганского театра ""Ромэн""",Я - цыган,03:29,2025,RadioLampa,https://music.yandex.ru/album/39532028/track/145796476,,,2026-05-16 15:47:40.124099+00,folk,,,,,,yandex_label_2233707,,false,,,,pending
53981,Сосница,"Пётр Деметр, Хор цыганского театра ""Ромэн""",Я - цыган,01:45,2025,RadioLampa,https://music.yandex.ru/album/39532028/track/145796477,,,2026-05-16 15:47:40.504628+00,folk,,,,,,yandex_label_2233707,,false,,,,pending
53982,Бедная,"Пётр Деметр, Роза Джелакаева",Я - цыган,03:16,2025,RadioLampa,https://music.yandex.ru/album/39532028/track/145796478,,,2026-05-16 15:47:40.894837+00,folk,,,,,,yandex_label_2233707,,false,,,,pending
